subversion,studentName,index,elapsedTime,eventType,host,description,timestamp,isCorrect,gameVersion,sceneName,sessionId,gameState_correctToday,gameState_reportedToday,gameState_totalCorrect,gameState_helpedToday,gameState_totalHelped,gameState_flaggedToday,gameState_totalFlagged,gameState_totalReported
B,Row1Student1 (A),0,24.0080509185791,report_decision,html-classic.itch.zone,,2026-03-07 03:25:04.471000+00:00,True,0.3,Scene2_Day1_V2,c28d3e86-611c-4bcd-ae8d-2a6210bd723b,4,0,4,0,0,1,1,0
A,,0,0,supervisor_talk_clicked,html-classic.itch.zone,,2026-03-07 03:39:37.763000+00:00,False,0.3,Scene3_Day2,ea088a47-976a-4855-ad9f-7ec8468ee41a,4,1,8,1,2,2,2,1
A,,0,0,item_clicked,html-classic.itch.zone,1I_EmailIconImage (A),2026-03-06 23:30:16.235000+00:00,False,0.3,Scene2_Day2,b4b2835f-6960-4183-ab27-453c6d249f9b,3,0,6,0,1,1,2,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 01:34:11.796000+00:00,False,0.3,Scene1_Day1_V2,38bf88dc-1c43-45ac-9cad-04733c05320a,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,serve.gamejolt.net,2_SMaterials (I),2026-03-07 19:38:20.819000+00:00,False,0.3,Scene1_Day2,046a9af8-a6c7-49eb-b5d5-28df0d0d9916,1,0,4,0,1,0,0,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 01:19:57.779000+00:00,False,0.3,Scene0_Title,78da554d-cfc4-4c21-b3fa-dbdbd3a1662a,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SStudentID (I),2026-03-08 05:20:30.079000+00:00,False,0.3,Scene1_Day1_V2,9cdc1afc-6ce7-4676-b72c-aa78636ddbf6,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,2_SMaterials (I),2026-03-07 02:57:31.440000+00:00,False,0.3,Scene1_Day1_V2,e54593c6-3f0e-458b-8ea4-401f1ebb7026,1,0,1,0,0,0,0,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 21:47:11.981000+00:00,False,0.3,Ending,0de9d895-4559-46f7-8afc-08052516e05d,0,0,9,1,3,1,4,2
A,,0,0,item_clicked,html-classic.itch.zone,EndDayEmailNotificationImage (A),2026-03-07 23:59:31.703000+00:00,False,0.3,Scene2_Day1_V2,80710433-daf1-4455-ac0c-929c475b17e8,5,0,5,1,1,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SAccommodations (I),2026-03-07 13:09:42.780000+00:00,False,0.3,Scene1_Day3,88f81330-1da7-41c8-9e60-65ea058fecf7,0,0,6,0,2,0,2,1
B,,0,0,item_clicked,html-classic.itch.zone,2_SStudentID (I),2026-03-08 00:44:24.932000+00:00,False,0.3,Scene1_Day2,4aaa39a1-fe23-4dce-a3e6-bfccbf4138af,1,0,6,0,1,0,0,0
B,Student1 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-06 19:10:42.857000+00:00,True,0.3,Scene1_Day1_V2,613ea22b-b16e-45f2-bfbc-570f2283fcf5,1,0,1,0,0,0,0,0
A,,0,0,ending_determined,html-classic.itch.zone,Bad,2026-03-07 03:48:20.422000+00:00,False,0.3,Ending,ea088a47-976a-4855-ad9f-7ec8468ee41a,1,1,9,1,3,2,4,2
B,,0,0,item_clicked,html-classic.itch.zone,4_SStudentID (I),2026-03-06 19:27:01.654000+00:00,False,0.3,Scene1_Day2,613ea22b-b16e-45f2-bfbc-570f2283fcf5,3,0,8,0,1,0,2,1
A,,0,0,item_clicked,html-classic.itch.zone,4_SStudentID (I),2026-03-07 03:12:59.644000+00:00,False,0.3,Scene1_Day1_V2,50a17622-404e-47be-a9dc-2d0d57631f9f,3,0,3,0,0,0,0,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 00:20:33.794000+00:00,False,0.3,Scene0_Title,540d6973-ee2a-41e3-a43e-ae4aab8858c4,0,0,0,0,0,0,0,0
A,,0,0,pause_completed,html-classic.itch.zone,day1_pause1,2026-03-07 05:55:23.562000+00:00,False,0.3,Scene1_Day1_V2,e1191d31-3541-4624-b3d3-6bf9c43145c4,0,0,0,0,0,0,0,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 21:00:13.708000+00:00,False,0.3,Scene1_Day1_V2,de80cccb-bc64-4cb2-b9d0-6565d77a1e54,0,0,0,0,0,0,0,0
A,Row1Student1 (A),0,14.046027183532715,bad_behavior_missed,html-classic.itch.zone,,2026-03-07 22:05:16.211000+00:00,False,0.3,Scene2_Day1_V2,98f73770-c862-4401-92bd-fa4e9e77b5b0,4,0,4,0,0,0,0,0
B,,0,0,pause_completed,html-classic.itch.zone,day1_pause4,2026-03-06 19:09:22.083000+00:00,False,0.3,Scene1_Day1_V2,613ea22b-b16e-45f2-bfbc-570f2283fcf5,0,0,0,0,0,0,0,0
B,Student3 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-08 00:46:42.858000+00:00,True,0.3,Scene1_Day2,4aaa39a1-fe23-4dce-a3e6-bfccbf4138af,3,0,8,0,1,0,0,0
A,Row1Student1 (A),0,11.755013465881348,bad_behavior_clicked,html-classic.itch.zone,,2026-03-07 09:08:06.118000+00:00,False,0.3,Scene2_Day1_V2,ddbe790e-1779-42ea-8a2c-1dac3dda173c,5,0,5,0,0,0,0,0
B,,0,0,pause_completed,html-classic.itch.zone,day1_pause2,2026-03-07 02:51:20.779000+00:00,False,0.3,Scene1_Day1_V2,dfeebf35-d416-4dea-beac-925188d0fae1,0,0,0,0,0,0,0,0
A,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 00:06:53.540000+00:00,False,0.3,Scene0_Title,33ab26eb-6662-489f-9917-59cab580752a,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,5_SExamTicket (I),2026-03-08 05:43:02.168000+00:00,False,0.3,Scene1_Day1_V2,b8026220-b50a-4857-8f21-2c2c7f39b058,4,0,4,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SExternalTicket (I),2026-03-07 20:56:05.930000+00:00,False,0.3,Scene1_Day3,836e90ea-15d8-45dc-9d2c-4efc35d785a0,0,0,7,0,2,0,1,0
A,Guy2 (A),0,11.098006248474121,bad_behavior_missed,html-classic.itch.zone,,2026-03-06 21:57:23.491000+00:00,False,0.3,Scene2_Day3,f2bc79c6-8424-4b96-9d86-247aa88e5e74,2,0,11,0,2,0,2,1
A,,0,0,item_clicked,html-classic.itch.zone,3_SExamTicket (I),2026-03-07 05:30:37.555000+00:00,False,0.3,Scene1_Day1_V2,e26ff24d-e62c-4cc9-8f45-53ba72247a33,2,0,2,0,0,0,0,0
A,Girl2 (A),0,110,question_missed,html-classic.itch.zone,,2026-03-07 21:01:20.252000+00:00,False,0.3,Scene2_Day3,836e90ea-15d8-45dc-9d2c-4efc35d785a0,1,0,8,0,2,1,2,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SMaterials (I),2026-03-07 02:59:21.034000+00:00,False,0.3,Scene1_Day1_V2,e54593c6-3f0e-458b-8ea4-401f1ebb7026,4,0,4,0,0,0,0,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 20:21:19.989000+00:00,False,0.3,Scene1_Day1_V2,a653ee8f-7474-44c0-b55a-78bba0501a0c,0,0,0,0,0,0,0,0
,,0,0,session_start,html-classic.itch.zone,,2026-03-07 05:06:46.579000+00:00,False,0.3,Scene0_Title,,0,0,0,0,0,0,0,0
A,Student5 (I),0,0,admission_decision,html-classic.itch.zone,Denied,2026-03-08 05:26:17.579000+00:00,True,0.3,Scene1_Day2,ebf15c4b-d76d-4171-9d1a-ba889be66c35,4,0,8,0,1,0,1,0
A,,0,0,item_clicked,serve.gamejolt.net,5_SExamTicket (I),2026-03-06 23:13:27.704000+00:00,False,0.3,Scene1_Day1_V2,13c0858e-e858-4dd9-94b8-f4721a5d45d1,3,0,3,0,0,0,0,0
A,,0,0,pause_completed,html-classic.itch.zone,day1_pause2,2026-03-07 19:17:29.724000+00:00,False,0.3,Scene1_Day1_V2,eb8741dd-7136-4ab0-b7e9-7bc7d538268a,0,0,0,0,0,0,0,0
A,,0,0,day_started,html-classic.itch.zone,,2026-03-06 23:03:06.537000+00:00,False,0.3,Scene1_Day1_V2,2139b298-2dee-4735-b82c-02246b586398,0,0,0,0,0,0,0,0
B,,0,0,pause_completed,html-classic.itch.zone,day1_pause3,2026-03-08 05:32:03.816000+00:00,False,0.3,Scene1_Day1_V2,c1a1e910-0c77-4573-9510-2c809c1430ea,0,0,0,0,0,0,0,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 23:58:49.214000+00:00,False,0.3,Scene0_Title,a67532fc-dfd9-4f24-8755-87e945da8849,0,0,0,0,0,0,0,0
,,0,0,session_start,serve.gamejolt.net,,2026-03-08 01:43:47.782000+00:00,False,0.3,Scene0_Title,,0,0,0,0,0,0,0,0
A,,0,0,exam_started,html-classic.itch.zone,,2026-03-07 01:23:05.256000+00:00,False,0.3,Scene2_Day1_V2,46d6aa07-d866-4d83-bb2a-7c86f2630314,4,0,4,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,4_SReviewFolder (I),2026-03-07 13:04:43.623000+00:00,False,0.3,Scene1_Day2,88f81330-1da7-41c8-9e60-65ea058fecf7,3,0,6,0,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 22:14:32.124000+00:00,False,0.3,Scene1_Day1_V2,8bacab1a-9941-49d7-815b-cb6acc8147f4,1,0,1,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SMaterials (I),2026-03-07 03:30:07.453000+00:00,False,0.3,Scene1_Day1_V2,be447527-0472-49d4-a49e-aec17e42f4e7,0,0,0,0,0,0,0,0
,,0,0,session_start,html-classic.itch.zone,,2026-03-07 22:28:28.182000+00:00,False,0.3,Scene0_Title,,0,0,0,0,0,0,0,0
A,Girl2 (A),0,31.969865798950195,report_decision,html-classic.itch.zone,,2026-03-07 00:29:54.877000+00:00,True,0.3,Scene2_Day2,959b897f-7319-4cb7-a980-52173d90e11d,4,0,6,0,1,1,2,0
B,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-06 23:18:53.100000+00:00,False,0.3,Scene1_Day1_V2,2335bea9-1f28-45df-a374-0b98940bbcc8,3,0,3,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SReviewFolder (I),2026-03-07 01:31:39.340000+00:00,False,0.3,Scene1_Day2,46d6aa07-d866-4d83-bb2a-7c86f2630314,2,0,6,0,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SExamTicket (I),2026-03-06 21:52:19.034000+00:00,False,0.3,Scene1_Day1_V2,1ac5277e-f67b-4077-98b4-7a54e73df016,4,0,4,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SExamTicket (I),2026-03-07 03:24:58.495000+00:00,False,0.3,Scene1_Day3,55fd891a-cd8b-48e6-b5a3-91ae55733ee8,0,0,9,0,2,0,3,1
A,,0,0,supervisor_talk_clicked,html-classic.itch.zone,,2026-03-07 20:54:49.172000+00:00,False,0.3,Scene3_Day2,836e90ea-15d8-45dc-9d2c-4efc35d785a0,3,0,7,1,2,1,1,0
B,,0,0,supervisor_talk_clicked,html-classic.itch.zone,,2026-03-06 19:30:39.981000+00:00,False,0.3,Scene3_Day2,613ea22b-b16e-45f2-bfbc-570f2283fcf5,5,1,10,1,2,2,4,2
B,,0,0,pause_completed,html-classic.itch.zone,day1_pause2,2026-03-07 00:32:05.867000+00:00,False,0.3,Scene1_Day1_V2,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,0,0,0,0,0,0,0,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-07 04:15:42.863000+00:00,False,0.3,Scene1_Day1_V2,fce96f4b-b7d6-4ca9-b534-090248f33e8c,0,0,0,0,0,0,0,0
A,,0,0,day_started,html-classic.itch.zone,,2026-03-07 20:41:26.708000+00:00,False,0.3,Scene1_Day1_V2,836e90ea-15d8-45dc-9d2c-4efc35d785a0,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SMaterials (I),2026-03-06 23:14:13.905000+00:00,False,0.3,Scene1_Day2,2139b298-2dee-4735-b82c-02246b586398,2,0,6,0,1,0,0,0
A,Student5 (I),0,0,admission_decision,html-classic.itch.zone,Denied,2026-03-07 20:52:29.230000+00:00,False,0.3,Scene1_Day2,836e90ea-15d8-45dc-9d2c-4efc35d785a0,3,0,7,0,1,0,0,0
B,,0,0,item_clicked,serve.gamejolt.net,S_ExamGuide (I),2026-03-07 00:07:46.893000+00:00,False,0.3,Scene1_Day1_V2,ea91c509-b8bf-4c84-af25-e35c0fef6dd3,0,0,0,0,0,0,0,0
B,,0,0,exam_started,serve.gamejolt.net,,2026-03-07 04:14:19.238000+00:00,False,0.3,Scene2_Day1_V2,5af4ec48-3d19-4651-8f1a-aee1e72a847c,4,0,4,0,0,0,0,0
A,,0,0,credits_page_entered,html-classic.itch.zone,,2026-03-07 22:10:09.681000+00:00,False,0.3,Scene0_Title,1d79a887-bed7-474e-9243-db3264b39a4b,0,0,0,0,0,0,0,0
A,,0,0,orientation_skipped,html-classic.itch.zone,,2026-03-07 00:38:18.692000+00:00,False,0.3,Scene1_Day1_V2,9ebe5df9-fa7a-467d-9af5-3076227c2319,0,0,0,0,0,0,0,0
B,,0,0,scene_entered,serve.gamejolt.net,,2026-03-08 05:56:55.933000+00:00,False,0.3,Scene3_Day1_V2,e705beec-8210-42bf-8ed9-ec99b28030be,2,1,2,1,1,1,1,1
A,,0,0,item_clicked,html-classic.itch.zone,5_SMaterials (I),2026-03-06 21:14:42.629000+00:00,False,0.3,Scene1_Day1_V2,582ad07a-14b4-4b84-bbbd-f57485e42a1d,4,0,4,0,0,0,0,0
A,,0,0,eval_signed,html-classic.itch.zone,,2026-03-06 22:05:46.092000+00:00,False,0.3,Scene3_Day1_V2,89b43fdd-328a-4326-a58a-e06286b4da52,3,1,3,1,1,1,1,1
A,,0,0,item_clicked,html-classic.itch.zone,2_SStudentID (I),2026-03-07 04:39:33.491000+00:00,False,0.3,Scene1_Day3,274bae92-a49b-4694-b68c-6798d56a6817,0,0,8,0,2,0,2,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SExamTicket (I),2026-03-08 05:24:34.976000+00:00,False,0.3,Scene1_Day2,ebf15c4b-d76d-4171-9d1a-ba889be66c35,2,0,6,0,1,0,1,0
A,Student1 (I),0,0,admission_decision,html-classic.itch.zone,Admitted,2026-03-07 00:43:18.524000+00:00,True,0.3,Scene1_Day1_V2,be59af60-7d45-4972-95c9-f8e26008d2d4,1,0,1,0,0,0,0,0
A,,0,0,orientation_skipped,html-classic.itch.zone,,2026-03-07 03:08:30.507000+00:00,False,0.3,Scene1_Day1_V2,55fd891a-cd8b-48e6-b5a3-91ae55733ee8,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,2_SReviewFolder (I),2026-03-07 00:46:32.224000+00:00,False,0.3,Scene1_Day3,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,1,0,11,0,2,0,4,2
A,Guy2 (A),0,92.74230194091797,question_answered,html-classic.itch.zone,,2026-03-07 20:54:15.047000+00:00,True,0.3,Scene2_Day2,836e90ea-15d8-45dc-9d2c-4efc35d785a0,3,0,7,1,2,1,1,0
A,,0,0,item_clicked,html-classic.itch.zone,5_SStudentID (I),2026-03-04 11:15:00.787000+00:00,False,0.2,Scene1_Day1_V2,91b7a441-7728-41b5-86d1-1ca1fb1c405f,4,0,4,0,0,0,0,0
A,,0,0,day_started,html-classic.itch.zone,,2026-03-07 02:52:21.917000+00:00,False,0.3,Scene1_Day1_V2,054a7a77-a025-4c1b-a748-b9767e6fac29,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_IncorrectIcon (I),2026-03-07 22:10:01.154000+00:00,False,0.3,Scene1_Day2,98f73770-c862-4401-92bd-fa4e9e77b5b0,0,0,4,0,1,0,0,0
B,,0,0,pause_completed,html-classic.itch.zone,day2_pause2,2026-03-07 00:43:46.174000+00:00,False,0.3,Scene1_Day2,41d998d1-16d8-4461-a936-dadc7f0f2d05,3,0,3,1,1,1,1,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SStudentID (I),2026-03-07 03:29:59.218000+00:00,False,0.3,Scene1_Day1_V2,be447527-0472-49d4-a49e-aec17e42f4e7,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,3_SStudentID (I),2026-03-07 22:10:37.744000+00:00,False,0.3,Scene1_Day2,98f73770-c862-4401-92bd-fa4e9e77b5b0,1,0,5,0,1,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,1_SStudentID (I),2026-03-07 05:57:51.963000+00:00,False,0.3,Scene1_Day1_V2,e1191d31-3541-4624-b3d3-6bf9c43145c4,0,0,0,0,0,0,0,0
A,,0,0,pause_completed,html-classic.itch.zone,day1_pause1,2026-03-07 05:09:24.870000+00:00,False,0.3,Scene1_Day1_V2,807aefd7-621e-41bf-8ae6-eb7a838dc22c,0,0,0,0,0,0,0,0
B,,0,0,item_clicked,serve.gamejolt.net,5_SStudentID (I),2026-03-07 18:59:06.386000+00:00,False,0.3,Scene1_Day3,7a4f7c87-7ba6-45e7-aa3e-917878889bc3,1,0,9,0,2,0,1,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 22:06:08.671000+00:00,False,0.3,Scene2_Day2,0c3c1179-9f3d-4024-814c-12ac4e68c3dd,5,0,8,0,1,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,5_SStudentID (I),2026-03-07 00:11:13.256000+00:00,False,0.3,Scene1_Day1_V2,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,4,0,4,0,0,0,0,0
B,,0,0,scene_entered,html-classic.itch.zone,,2026-03-06 21:35:06.189000+00:00,False,0.3,Scene1_Day1_V2,72eb2314-0ed4-49d5-b00f-4bef2afbecc7,0,0,0,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,2_SStudentID (I),2026-03-07 05:58:42.017000+00:00,False,0.3,Scene1_Day1_V2,e1191d31-3541-4624-b3d3-6bf9c43145c4,1,0,1,0,0,0,0,0
A,,0,0,item_clicked,html-classic.itch.zone,EndDayEmailNotificationImage (A),2026-03-07 09:48:08.091000+00:00,False,0.3,Scene2_Day1_V2,578cc0f4-bf5c-4118-8b6c-15b75e6b6575,4,1,4,1,1,1,1,1
A,,0,0,item_clicked,html-classic.itch.zone,3_SReviewFolder (I),2026-03-06 22:08:35.837000+00:00,False,0.3,Scene1_Day2,89b43fdd-328a-4326-a58a-e06286b4da52,2,0,5,0,1,0,1,1
A,,0,0,item_clicked,html-classic.itch.zone,5_SReviewFolder (I),2026-03-07 03:14:05.097000+00:00,False,0.3,Scene1_Day1_V2,50a17622-404e-47be-a9dc-2d0d57631f9f,3,0,3,0,0,0,0,0
B,,0,0,item_clicked,html-classic.itch.zone,1_SReviewFolder (I),2026-03-06 23:28:43.656000+00:00,False,0.3,Scene1_Day2,86016335-e6b2-4272-aad1-70c8bb27dabb,0,0,4,0,1,0,1,1
A,,0,0,item_clicked,html-classic.itch.zone,3M_EmailIconImage (A),2026-03-06 22:42:56.286000+00:00,False,0.3,Scene2_Day3,0de9d895-4559-46f7-8afc-08052516e05d,4,1,14,1,3,2,6,3
A,,0,0,day_started,html-classic.itch.zone,,2026-03-05 07:32:47.136000+00:00,False,0.3,Scene1_Day2,341f4bec-8ebe-4798-909a-5b8596c16e0e,0,0,5,0,1,0,2,1
A,,0,0,item_clicked,html-classic.itch.zone,5_IncorrectIcon (I),2026-03-07 07:58:49.506000+00:00,False,0.3,Scene1_Day2,a3ed2fb3-3292-43ce-9160-2ccb4505ad36,3,0,7,0,1,0,1,0
B,,0,0,help_clicked,html-classic.itch.zone,,2026-03-07 00:30:56.895000+00:00,False,0.3,Scene2_Day2,1f1282ed-cfb6-4538-874b-d430996d8b13,4,0,7,0,1,0,0,0
B,Row1Student1 (A),0,12.784006118774414,bad_behavior_clicked,html-classic.itch.zone,,2026-03-07 00:13:11.483000+00:00,False,0.3,Scene2_Day1_V2,7d18fd96-27e2-41fc-9ed1-232e3b2851b5,5,0,5,0,0,0,0,0
A,Girl2 (A),0,74.50395202636719,question_answered,html-classic.itch.zone,,2026-03-07 03:28:41.206000+00:00,True,0.3,Scene2_Day3,55fd891a-cd8b-48e6-b5a3-91ae55733ee8,1,1,10,1,3,2,5,2
A,,0,0,item_clicked,html-classic.itch.zone,S_ExamGuide (I),2026-03-07 05:12:07.063000+00:00,False,0.3,Scene1_Day1_V2,807aefd7-621e-41bf-8ae6-eb7a838dc22c,1,0,1,0,0,0,0,0
